,0,1
const,7.834821434893746,8.218923397579994
average_playtime,0.00022793956049427396,0.000376779998382073
achievements,-0.0004620119231840215,6.320763077908529e-05
is_multiplayer,1.8897228956466803,2.423784347159174
is_indie,-3.5939199313367,-3.1774591442375906
is_action,0.028113671713432625,0.40848069612417426
